Scenario,Region,Battery_cost_Region,Battery_cost_Measure,Year,Battery_cost,Sales,Total_cost
Carbon Neutral,USA,World,Max,2045,4492.4067912297405,2619922.0000000023,11769755385.292215
Carbon Neutral,USA,World,Max,2046,4465.198606203377,2430335.9999999967,10851932919.805876
Carbon Neutral,USA,World,Max,2047,4437.990421177012,2260386.000000011,10031571416.16267
Carbon Neutral,USA,World,Max,2048,4410.782236150648,2109000.999999992,9302344146.823917
Carbon Neutral,USA,World,Max,2049,4383.499508151609,1974832.0000000063,8656675100.682085
Carbon Neutral,USA,World,Max,2050,4356.291323125245,1856443.999999996,8087210889.067905
Carbon Neutral,USA,World,Min,2018,7078.973400078524,292746.0,2072341146.9793875
Carbon Neutral,USA,World,Min,2019,7078.973400078524,292746.0,2072341146.9793875
Carbon Neutral,USA,World,Min,2020,7078.973400078524,252152.0,1784977300.7766
Carbon Neutral,USA,World,Min,2021,6778.904469287013,246948.9999999998,1674043679.785957
Carbon Neutral,USA,World,Min,2022,6479.655398962145,287091.00000000023,1860250748.1434426
Carbon Neutral,USA,World,Min,2023,6180.4063286372775,355386.9999999999,2196436063.9154153
Carbon Neutral,USA,World,Min,2024,5881.15725831241,648605.9999999998,3814553884.6849775
Carbon Neutral,USA,World,Min,2025,5581.088327520899,1132676.0,6321564802.463061
Carbon Neutral,USA,World,Min,2026,5281.839257196031,2093859.0000000002,11059426665.233227
Carbon Neutral,USA,World,Min,2027,4982.590186871164,3314025.000000001,16512428444.045715
Carbon Neutral,USA,World,Min,2028,4683.341116546297,4386645.0,20544154892.19223
Carbon Neutral,USA,World,Min,2029,4383.272185754785,5050102.000000001,22135971631.824615
Carbon Neutral,USA,World,Min,2030,4084.023115429917,5337365.999999999,21797926119.509712
Carbon Neutral,USA,World,Min,2031,4029.606745377189,5404111.999999998,21776446167.973804
Carbon Neutral,USA,World,Min,2032,3975.190375324461,5385532.999999999,21408518947.592266
Carbon Neutral,USA,World,Min,2033,3920.624919326383,5362355.000000001,21023782639.27443
Carbon Neutral,USA,World,Min,2034,3866.208549273655,5373578.999999999,20775377069.997375
Carbon Neutral,USA,World,Min,2035,3811.792179220927,5437572.000000003,20726894423.550705
Carbon Neutral,USA,World,Min,2036,3757.375809168199,5560383.000000002,20892448573.910103
Carbon Neutral,USA,World,Min,2037,3702.810353170121,5090855.999999995,18850474303.29821
Carbon Neutral,USA,World,Min,2038,3648.393983117393,4664665.000000007,17018535719.258322
Carbon Neutral,USA,World,Min,2039,3593.9776130646646,4278645.999999994,15377357938.228655
Carbon Neutral,USA,World,Min,2040,3539.5612430119368,3929092.9999999944,13907265302.98948
Carbon Neutral,USA,World,Min,2041,3484.9957870138587,3611951.0000000047,12587634017.90051
Carbon Neutral,USA,World,Min,2042,3430.5794169611304,3324399.999999997,11404618213.745573
Carbon Neutral,USA,World,Min,2043,3376.1630469084025,3064723.000000001,10347004541.610264
Carbon Neutral,USA,World,Min,2044,3321.746676855674,2830641.0,9402672335.121422
Carbon Neutral,USA,World,Min,2045,3267.1812208575966,2619922.0000000023,8559759958.511683
Carbon Neutral,USA,World,Min,2046,3212.7648508048683,2430335.9999999967,7808098076.44569
Carbon Neutral,USA,World,Min,2047,3158.3484807521404,2260386.000000011,7139086689.013443
Carbon Neutral,USA,World,Min,2048,3103.932110699412,2109000.999999992,6546195925.397146
Carbon Neutral,USA,World,Min,2049,3049.3666547013345,1974832.0000000063,6021986849.437165
Carbon Neutral,USA,World,Min,2050,2994.950284648606,1856443.999999996,5559957486.234185
Reference,China,China,Max,2018,5946.805951935694,6539145.0,38887026406.57053
Reference,China,China,Max,2019,5946.805951935694,6539145.0,38887026406.57053
Reference,China,China,Max,2020,5946.805951935694,70176.0,417323054.48303926
Reference,China,China,Max,2021,5696.945892423759,215211.0,1226045422.4544096
Reference,China,China,Max,2022,5447.768510670054,1181645.9999999988,6437333869.55922
Reference,China,China,Max,2023,5198.591128916349,1435887.000000001,7464589420.326314
Reference,China,China,Max,2024,4949.413747162643,1644128.0000000005,8137469725.295024
Reference,China,China,Max,2025,4699.5536876507085,1892450.9999999998,8893675075.74827
Reference,China,China,Max,2026,4450.376305897003,1713656.0000000002,7626414058.858234
Reference,China,China,Max,2027,4201.198924143297,1712222.0000000005,7193385224.294485
Reference,China,China,Max,2028,3952.021542389592,1880340.0000000002,7431144187.016847
Reference,China,China,Max,2029,3702.161482877657,2047722.0000000002,7580997516.041203
Reference,China,China,Max,2030,3452.9841011239514,2211942.999999998,7637804011.59241
Reference,China,China,Max,2031,3433.813986333317,2369464.0000000005,8136298623.313289
Reference,China,China,Max,2032,3414.643871542683,2512357.999999999,8578807847.821229
Reference,China,China,Max,2033,3395.421235889609,2635897.999999997,8949984044.838938
Reference,China,China,Max,2034,3376.251121098974,2730907.000000002,9220227820.367043
Reference,China,China,Max,2035,3357.0810063083404,2883718.9999999995,9680878282.43048
Reference,China,China,Max,2036,3337.9108915177067,3022327.000000004,10088258211.02805
Reference,China,China,Max,2037,3318.688255864632,3166604.999999997,10508974824.462214
Reference,China,China,Max,2038,3299.518141073998,3302942.0000000014,10898117047.915237
Reference,China,China,Max,2039,3280.348026283364,3429426.9999999967,11249714090.732868
Reference,China,China,Max,2040,3261.17791149273,3544189.000000003,11558230880.955517
Reference,China,China,Max,2041,3241.9552758396558,3645452.999999996,11818395586.175488
Reference,China,China,Max,2042,3222.7851610490216,3731591.000000002,12026116101.904085
Reference,China,China,Max,2043,3203.615046258388,3801180.000000002,12177517441.536465
Reference,China,China,Max,2044,3184.444931467753,3853037.999999998,12269787329.852642
Reference,China,China,Max,2045,3165.222295814679,3886267.000000004,12300898955.888838
Reference,China,China,Max,2046,3146.052181024045,3900279.999999995,12270484400.604445
Reference,China,China,Max,2047,3126.8820662334106,3894809.000000009,12178608413.50451
Reference,China,China,Max,2048,3107.7119514427764,3869912.9999999967,12026574881.143759
Reference,China,China,Max,2049,3088.4893157897022,3825959.999999995,11816436582.638754
Reference,China,China,Max,2050,3069.319200999068,3763616.9999999967,11551741923.3065
Reference,China,China,Min,2018,4987.643701623485,6539145.0,32614925373.252705
Reference,China,China,Min,2019,4987.643701623485,6539145.0,32614925373.252705
Reference,China,China,Min,2020,4987.643701623485,70176.0,350012884.4051297
Reference,China,China,Min,2021,4776.2236512672325,215211.0,1027895868.2128724
Reference,China,China,Min,2022,4565.381251321789,1181645.9999999988,5394664494.099381
Reference,China,China,Min,2023,4354.538851376346,1435887.000000001,6252625727.686232
Reference,China,China,Min,2024,4143.696451430904,1644128.0000000005,6812767359.298191
Reference,China,China,Min,2025,3932.276401074651,1892450.9999999998,7441640407.490124
Reference,China,China,Min,2026,3721.434001129208,1713656.0000000002,6377257704.639074
Reference,China,China,Min,2027,3510.591601183765,1712222.0000000005,6010912172.56207
Reference,China,China,Min,2028,3299.749201238322,1880340.0000000002,6204650413.056467
Reference,China,China,Min,2029,3088.3291508820694,2047722.0000000002,6324039545.502534
Reference,China,China,Min,2030,2877.4867509366263,2211942.999999998,6364836676.327008
Reference,China,China,Min,2031,2839.146521355358,2369464.0000000005,6727255473.076753
Reference,China,China,Min,2032,2800.80629177409,2512357.999999999,7036628093.588966
Reference,China,China,Min,2033,2762.361020467941,2635897.999999997,7281301889.129397
Reference,China,China,Min,2034,2724.020790886673,2730907.000000002,7439047445.977956
Reference,China,China,Min,2035,2685.6805613054044,2883718.9999999995,7744748062.567058
Reference,China,China,Min,2036,2647.3403317241364,3022327.000000004,8001128162.758825
Reference,China,China,Min,2037,2608.895060417988,3166604.999999997,8261340142.794896
Reference,China,China,Min,2038,2570.5548308367192,3302942.0000000014,8490393514.073499
Reference,China,China,Min,2039,2532.2146012554517,3429426.9999999967,8684045123.339672
Reference,China,China,Min,2040,2493.874371674183,3544189.000000003,8838762115.469557
Reference,China,China,Min,2041,2455.429100368034,3645452.999999996,8951151380.223942
Reference,China,China,Min,2042,2417.088870786766,3731591.000000002,9019587076.428064
Reference,China,China,Min,2043,2378.7486412054977,3801180.000000002,9042051759.977518
Reference,China,China,Min,2044,2340.4084116242293,3853037.999999998,9017682545.507793
Reference,China,China,Min,2045,2301.963140318081,3886267.000000004,8946043387.434538
Reference,China,China,Min,2046,2263.6229107368126,3900279.999999995,8828763166.288565
Reference,China,China,Min,2047,2225.282681155544,3894809.000000009,8667051014.108763
Reference,China,China,Min,2048,2186.942451574276,3869912.9999999967,8463277023.599154
Reference,China,China,Min,2049,2148.4971802681275,3825959.999999995,8220064271.818634
Reference,China,China,Min,2050,2110.156950686859,3763616.9999999967,7941822572.273217
Reference,China,USA,Max,2018,13159.89631048555,6539145.0,86054470159.23003
Reference,China,USA,Max,2019,13159.89631048555,6539145.0,86054470159.23003
Reference,China,USA,Max,2020,13159.89631048555,70176.0,923508883.4846339
Reference,China,USA,Max,2021,12606.972185857185,215211.0,2713159091.0905104
Reference,China,USA,Max,2022,12055.558782880806,1181645.9999999988,14245402813.555958
Reference,China,USA,Max,2023,11504.145379904428,1435887.000000001,16518652797.114841
Reference,China,USA,Max,2024,10952.73197692805,1644128.0000000005,18007693319.762764
Reference,China,USA,Max,2025,10399.807852299682,1892450.9999999998,19681126769.892384
Reference,China,USA,Max,2026,9848.394449323305,1713656.0000000002,16876760238.44958
Reference,China,USA,Max,2027,9296.981046346926,1712222.0000000005,15918495481.13823
Reference,China,USA,Max,2028,8745.567643370548,1880340.0000000002,16444640662.53538
Reference,China,USA,Max,2029,8192.643518742181,2047722.0000000002,16776256371.485779
Reference,China,USA,Max,2030,7641.230115765803,2211942.999999998,16901965465.957344
Reference,China,USA,Max,2031,7598.807893661392,2369464.0000000005,18005101746.9465
Reference,China,USA,Max,2032,7556.385671556981,2512357.999999999,18984345993.021545
Reference,China,USA,Max,2033,7513.84722418653,2635897.999999997,19805734870.538807
Reference,China,USA,Max,2034,7471.425002082118,2730907.000000002,20403766838.161087
Reference,China,USA,Max,2035,7429.002779977707,2883718.9999999995,21423156467.67453
Reference,China,USA,Max,2036,7386.580557873296,3022327.000000004,22324661857.735558
Reference,China,USA,Max,2037,7344.042110502845,3166604.999999997,23255680467.328842
Reference,China,USA,Max,2038,7301.619888398434,3302942.0000000014,24116826997.42651
Reference,China,USA,Max,2039,7259.197666294023,3429426.9999999967,24894888475.12569
Reference,China,USA,Max,2040,7216.775444189611,3544189.000000003,25577616144.766956
Reference,China,USA,Max,2041,7174.236996819161,3645452.999999996,26153343782.76537
Reference,China,USA,Max,2042,7131.81477471475,3731591.000000002,26613015826.9926
Reference,China,USA,Max,2043,7089.3925526103385,3801180.000000002,26948057183.13138
Reference,China,USA,Max,2044,7046.970330505927,3853037.999999998,27152244468.311886
Reference,China,USA,Max,2045,7004.431883135477,3886267.000000004,27221092481.177288
Reference,China,USA,Max,2046,6962.009661031066,3900279.999999995,27153787040.726208
Reference,China,USA,Max,2047,6919.587438926654,3894809.000000009,26950471433.41854
Reference,China,USA,Max,2048,6877.165216822243,3869912.9999999967,26614031075.72819
Reference,China,USA,Max,2049,6834.626769451792,3825959.999999995,26149008634.85174
Reference,China,USA,Max,2050,6792.204547347381,3763616.9999999967,25563256501.873886
Reference,China,USA,Min,2018,11037.332389439493,6539145.0,72174716907.74132
Reference,China,USA,Min,2019,11037.332389439493,6539145.0,72174716907.74132
Reference,China,USA,Min,2020,11037.332389439493,70176.0,774555837.7613058
Reference,China,USA,Min,2021,10569.47351475395,215211.0,2274666964.5837126
Reference,China,USA,Min,2022,10102.892943004708,1181645.9999999988,11938043034.52973
Reference,China,USA,Min,2023,9636.312371255466,1435887.000000001,13836655661.824907
Reference,China,USA,Min,2024,9169.731799506222,1644128.0000000005,15076212804.05857
Reference,China,USA,Min,2025,8701.87292482068,1892450.9999999998,16467868118.44982
Reference,China,USA,Min,2026,8235.29235307144,1713656.0000000002,14112458152.594994
Reference,China,USA,Min,2027,7768.711781322196,1712222.0000000005,13301759223.639057
Reference,China,USA,Min,2028,7302.131209572954,1880340.0000000002,13730489398.60841
Reference,China,USA,Min,2029,6834.272334887412,2047722.0000000002,13994689814.140324
Reference,China,USA,Min,2030,6367.691763138169,2211942.999999998,14084971221.63112
Reference,China,USA,Min,2031,6282.847318929347,2369464.0000000005,14886980539.69961
Reference,China,USA,Min,2032,6198.002874720524,2512357.999999999,15571602106.3271
Reference,China,USA,Min,2033,6112.925979979623,2635897.999999997,16113049364.77631
Reference,China,USA,Min,2034,6028.081535770801,2730907.000000002,16462130062.60724
Reference,China,USA,Min,2035,5943.237091561978,2883718.9999999995,17138625722.442013
Reference,China,USA,Min,2036,5858.392647353156,3022327.000000004,17705978274.696945
Reference,China,USA,Min,2037,5773.315752612254,3166604.999999997,18281810528.800713
Reference,China,USA,Min,2038,5688.471308403431,3302942.0000000014,18788690800.320652
Reference,China,USA,Min,2039,5603.626864194609,3429426.9999999967,19217229265.99431
Reference,China,USA,Min,2040,5518.782419985786,3544189.000000003,19559607946.30702
Reference,China,USA,Min,2041,5433.7055252448845,3645452.999999996,19808318108.120518
Reference,China,USA,Min,2042,5348.861081036062,3731591.000000002,19959761870.24445
Reference,China,USA,Min,2043,5264.016636827239,3801180.000000002,20009474759.574974
Reference,China,USA,Min,2044,5179.172192618417,3853037.999999998,19955547266.702072
Reference,China,USA,Min,2045,5094.095297877516,3886267.000000004,19797014450.996582
Reference,China,USA,Min,2046,5009.250853668693,3900279.999999995,19537480919.5469
Reference,China,USA,Min,2047,4924.406409459871,3894809.000000009,19179622403.222034
Reference,China,USA,Min,2048,4839.561965251049,3869912.9999999967,18728683763.630566
Reference,China,USA,Min,2049,4754.485070510147,3825959.999999995,18190469700.368977
Reference,China,USA,Min,2050,4669.640626301324,3763616.9999999967,17574738845.038296
Reference,China,World,Max,2018,8440.314438555162,6539145.0,55192439959.30579
Reference,China,World,Max,2019,8440.314438555162,6539145.0,55192439959.30579
Reference,China,World,Max,2020,8440.314438555162,70176.0,592307506.040047
Reference,China,World,Max,2021,8085.687520347013,215211.0,1740128896.941401
Reference,China,World,Max,2022,7732.029528144896,1181645.9999999988,9136521763.814295
Reference,China,World,Max,2023,7378.371535942781,1435887.000000001,10594507769.630278
Reference,China,World,Max,2024,7024.713543740664,1644128.0000000005,11549528229.243254
Reference,China,World,Max,2025,6670.0866255325145,1892450.9999999998,12622812104.57563
Reference,China,World,Max,2026,6316.428633330399,1713656.0000000002,10824185826.07844
Reference,China,World,Max,2027,5962.7706411282825,1712222.0000000005,10209587072.693953
Reference,China,World,Max,2028,5609.112648926166,1880340.0000000002,10547038878.281828
Reference,China,World,Max,2029,5254.485730718017,2047722.0000000002,10759726029.477362
Reference,China,World,Max,2030,4900.827738515901,2211942.999999998,10840351610.416067
Reference,China,World,Max,2031,4873.619553489537,2369464.0000000005,11547866081.689535
Reference,China,World,Max,2032,4846.411368463173,2512357.999999999,12175920372.849396
Reference,China,World,Max,2033,4819.128640464134,2635897.999999997,12702731545.142117
Reference,China,World,Max,2034,4791.920455437769,2730907.000000002,13086289115.198202
Reference,China,World,Max,2035,4764.712270411405,2883718.9999999995,13740091303.718506
Reference,China,World,Max,2036,4737.504085385041,3022327.000000004,14318286509.869535
Reference,China,World,Max,2037,4710.221357386003,3166604.999999997,14915410501.40529
Reference,China,World,Max,2038,4683.013172359639,3302942.0000000014,15467720893.539896
Reference,China,World,Max,2039,4655.804987333275,3429426.9999999967,15966743330.295376
Reference,China,World,Max,2040,4628.596802306911,3544189.000000003,16404621872.17134
Reference,China,World,Max,2041,4601.314074307871,3645452.999999996,16773874196.127832
Reference,China,World,Max,2042,4574.105889281507,3731591.000000002,17068692369.489878
Reference,China,World,Max,2043,4546.897704255143,3801180.000000002,17283576615.460575
Reference,China,World,Max,2044,4519.689519228779,3853037.999999998,17414535465.79021
Reference,China,World,Max,2045,4492.4067912297405,3886267.000000004,17458692263.33205
Reference,China,World,Max,2046,4465.198606203377,3900279.999999995,17415524819.802883
Reference,China,World,Max,2047,4437.990421177012,3894809.000000009,17285125034.314056
Reference,China,World,Max,2048,4410.782236150648,3869912.9999999967,17069343515.848448
Reference,China,World,Max,2049,4383.499508151609,3825959.999999995,16771093778.207708
Reference,China,World,Max,2050,4356.291323125245,3763616.9999999967,16395412080.66665
Reference,China,World,Min,2018,7078.973400078524,6539145.0,46290433514.25648
Reference,China,World,Min,2019,7078.973400078524,6539145.0,46290433514.25648
Reference,China,World,Min,2020,7078.973400078524,70176.0,496774037.3239105
Reference,China,World,Min,2021,6778.904469287013,215211.0,1458894809.7397273
Reference,China,World,Min,2022,6479.655398962145,1181645.9999999988,7656658883.562016
Reference,China,World,Min,2023,6180.4063286372775,1435887.000000001,8874365102.008
Reference,China,World,Min,2024,5881.15725831241,1644128.0000000005,9669375320.794668
Reference,China,World,Min,2025,5581.088327520899,1892450.9999999998,10561936186.50525
Reference,China,World,Min,2026,5281.839257196031,1713656.0000000002,9051255534.129524
Reference,China,World,Min,2027,4982.590186871164,1712222.0000000005,8531300534.9449215
Reference,China,World,Min,2028,4683.341116546297,1880340.0000000002,8806273635.086664
Reference,China,World,Min,2029,4383.272185754785,2047722.0000000002,8975722886.758162
Reference,China,World,Min,2030,4084.023115429917,2211942.999999998,9033626342.01339
Reference,China,World,Min,2031,4029.606745377189,2369464.0000000005,9548008117.328417
Reference,China,World,Min,2032,3975.190375324461,2512357.999999999,9987101340.969408
Reference,China,World,Min,2033,3920.624919326383,2635897.999999997,10334367383.602564
Reference,China,World,Min,2034,3866.208549273655,2730907.000000002,10558255990.671276
Reference,China,World,Min,2035,3811.792179220927,2883718.9999999995,10992137531.270792
Reference,China,World,Min,2036,3757.375809168199,3022327.000000004,11356018357.195911
Reference,China,World,Min,2037,3702.810353170121,3166604.999999997,11725337778.40026
Reference,China,World,Min,2038,3648.393983117393,3302942.0000000014,12050433719.385733
Reference,China,World,Min,2039,3593.9776130646646,3429426.9999999967,12325283863.639502
Reference,China,World,Min,2040,3539.5612430119368,3544189.000000003,12544874022.309242
Reference,China,World,Min,2041,3484.9957870138587,3645452.999999996,12704388346.757017
Reference,China,World,Min,2042,3430.5794169611304,3731591.000000002,12801519277.117409
Reference,China,World,Min,2043,3376.1630469084025,3801180.000000002,12833403450.647287
Reference,China,World,Min,2044,3321.746676855674,3853037.999999998,12798816172.298628
Reference,China,World,Min,2045,3267.1812208575966,3886267.000000004,12697138561.638603
Reference,China,World,Min,2046,3212.7648508048683,3900279.999999995,12530682492.297195
Reference,China,World,Min,2047,3158.3484807521404,3894809.000000009,12301164087.969791
Reference,China,World,Min,2048,3103.932110699412,3869912.9999999967,12011947226.313084
Reference,China,World,Min,2049,3049.3666547013345,3825959.999999995,11666754846.221102
Reference,China,World,Min,2050,2994.950284648606,3763616.9999999967,11271845805.458323
Reference,Northeast Asia,China,Max,2018,5946.805951935694,353036.9999999999,2099442532.8535209
Reference,Northeast Asia,China,Max,2019,5946.805951935694,353036.9999999999,2099442532.8535209
Reference,Northeast Asia,China,Max,2020,5946.805951935694,318640.0,1894890248.5247893
Reference,Northeast Asia,China,Max,2021,5696.945892423759,296992.9999999997,1691953051.428608
Reference,Northeast Asia,China,Max,2022,5447.768510670054,291986.9999999999,1590677584.1250167
Reference,Northeast Asia,China,Max,2023,5198.591128916349,284916.0,1481161790.0863304
Reference,Northeast Asia,China,Max,2024,4949.413747162643,298403.99999999977,1476924859.8083203
Reference,Northeast Asia,China,Max,2025,4699.5536876507085,335144.9999999999,1575031920.647696
Reference,Northeast Asia,China,Max,2026,4450.376305897003,390648.99999999977,1738535053.5223572
Reference,Northeast Asia,China,Max,2027,4201.198924143297,449587.9999999996,1888808621.9077349
Reference,Northeast Asia,China,Max,2028,3952.021542389592,496004.00000000023,1960218493.1114078
Reference,Northeast Asia,China,Max,2029,3702.161482877657,519786.99999999965,1924335410.7005277
Reference,Northeast Asia,China,Max,2030,3452.9841011239514,518531.9999999995,1790482751.924003
Reference,Northeast Asia,China,Max,2031,3433.813986333317,495793.0000000003,1702460937.7261553
Reference,Northeast Asia,China,Max,2032,3414.643871542683,466043.9999999999,1591374288.4692378
Reference,Northeast Asia,China,Max,2033,3395.421235889609,432003.9999999999,1466835555.5892544
Reference,Northeast Asia,China,Max,2034,3376.251121098974,400141.9999999997,1350979876.0987847
Reference,Northeast Asia,China,Max,2035,3357.0810063083404,370828.0000000001,1244899635.4073095
Reference,Northeast Asia,China,Max,2036,3337.9108915177067,350733.9999999996,1170718838.6255698
Reference,Northeast Asia,China,Max,2037,3318.688255864632,489022.99999999977,1622914886.9476893
Reference,Northeast Asia,China,Max,2038,3299.518141073998,631965.9999999998,2085183281.5419693
Reference,Northeast Asia,China,Max,2039,3280.348026283364,784168.9999999995,2572347231.422598
Reference,Northeast Asia,China,Max,2040,3261.17791149273,944648.0000000002,3080665191.735785
Reference,Northeast Asia,China,Max,2041,3241.9552758396558,1113212.9999999993,3608986758.483289
Reference,Northeast Asia,China,Max,2042,3222.7851610490216,1289675.0000000002,4156345452.575898
Reference,Northeast Asia,China,Max,2043,3203.615046258388,1470630.0,4711332395.478973
Reference,Northeast Asia,China,Max,2044,3184.444931467753,1655905.0000000005,5273138284.242111
Reference,Northeast Asia,China,Max,2045,3165.222295814679,1840666.9999999988,5826120227.570314
Reference,Northeast Asia,China,Max,2046,3146.052181024045,2025992.9999999995,6373879696.389446
Reference,Northeast Asia,China,Max,2047,3126.8820662334106,2200067.0000000005,6879350046.811942
Reference,Northeast Asia,China,Max,2048,3107.7119514427764,2363584.9999999995,7345341352.750874
Reference,Northeast Asia,China,Max,2049,3088.4893157897022,2508817.0000000005,7748454499.771575
Reference,Northeast Asia,China,Max,2050,3069.319200999068,2629269.0000000014,8070065826.291622
Reference,Northeast Asia,China,Min,2018,4987.643701623485,353036.9999999999,1760822769.4900498
Reference,Northeast Asia,China,Min,2019,4987.643701623485,353036.9999999999,1760822769.4900498
Reference,Northeast Asia,China,Min,2020,4987.643701623485,318640.0,1589262789.0853074
Reference,Northeast Asia,China,Min,2021,4776.2236512672325,296992.9999999997,1418504990.8608077
Reference,Northeast Asia,China,Min,2022,4565.381251321789,291986.9999999999,1333031975.4296947
Reference,Northeast Asia,China,Min,2023,4354.538851376346,284916.0,1240677791.3787432
Reference,Northeast Asia,China,Min,2024,4143.696451430904,298403.99999999977,1236495595.8927865
Reference,Northeast Asia,China,Min,2025,3932.276401074651,335144.9999999999,1317882774.4381633
Reference,Northeast Asia,China,Min,2026,3721.434001129208,390648.99999999977,1453774471.1071231
Reference,Northeast Asia,China,Min,2027,3510.591601183765,449587.9999999996,1578319856.793005
Reference,Northeast Asia,China,Min,2028,3299.749201238322,496004.00000000023,1636688802.8110132
Reference,Northeast Asia,China,Min,2029,3088.3291508820694,519786.99999999965,1605273344.3495374
Reference,Northeast Asia,China,Min,2030,2877.4867509366263,518531.9999999995,1492068959.9366693
Reference,Northeast Asia,China,Min,2031,2839.146521355358,495793.0000000003,1407628971.2623377
Reference,Northeast Asia,China,Min,2032,2800.80629177409,466043.9999999999,1305298967.4435637
Reference,Northeast Asia,China,Min,2033,2762.361020467941,432003.9999999999,1193351010.2862322
Reference,Northeast Asia,China,Min,2034,2724.020790886673,400141.9999999997,1089995127.3069742
Reference,Northeast Asia,China,Min,2035,2685.6805613054044,370828.0000000001,995925551.1877607
Reference,Northeast Asia,China,Min,2036,2647.3403317241364,350733.9999999996,928512263.9069322
Reference,Northeast Asia,China,Min,2037,2608.895060417988,489022.99999999977,1275809689.1307852
Reference,Northeast Asia,China,Min,2038,2570.5548308367192,631965.9999999998,1624503254.2245576
Reference,Northeast Asia,China,Min,2039,2532.2146012554517,784168.9999999995,1985684191.651885
Reference,Northeast Asia,China,Min,2040,2493.874371674183,944648.0000000002,2355833437.4532743
Reference,Northeast Asia,China,Min,2041,2455.429100368034,1113212.9999999993,2733415595.107999
Reference,Northeast Asia,China,Min,2042,2417.088870786766,1289675.0000000002,3117259089.4319234
Reference,Northeast Asia,China,Min,2043,2378.7486412054977,1470630.0,3498259114.2160406
Reference,Northeast Asia,China,Min,2044,2340.4084116242293,1655905.0000000005,3875493990.8506207
Reference,Northeast Asia,China,Min,2045,2301.963140318081,1840666.9999999988,4237147587.599859
Reference,Northeast Asia,China,Min,2046,2263.6229107368126,2025992.9999999995,4586084171.792406
Reference,Northeast Asia,China,Min,2047,2225.282681155544,2200067.0000000005,4895770992.481836
Reference,Northeast Asia,China,Min,2048,2186.942451574276,2363584.9999999995,5169024374.404184
Reference,Northeast Asia,China,Min,2049,2148.4971802681275,2508817.0000000005,5390186250.308744
Reference,Northeast Asia,China,Min,2050,2110.156950686859,2629269.0000000014,5548170255.575491
Reference,Northeast Asia,USA,Max,2018,13159.89631048555,353036.9999999999,4645930313.764886
Reference,Northeast Asia,USA,Max,2019,13159.89631048555,353036.9999999999,4645930313.764886
Reference,Northeast Asia,USA,Max,2020,13159.89631048555,318640.0,4193269360.3731155
Reference,Northeast Asia,USA,Max,2021,12606.972185857185,296992.9999999997,3744182490.3942795
Reference,Northeast Asia,USA,Max,2022,12055.558782880806,291986.9999999999,3520066442.3370166
Reference,Northeast Asia,USA,Max,2023,11504.145379904428,284916.0,3277715085.06085
Reference,Northeast Asia,USA,Max,2024,10952.73197692805,298403.99999999977,3268339032.8432355
Reference,Northeast Asia,USA,Max,2025,10399.807852299682,335144.9999999999,3485443602.6589756
Reference,Northeast Asia,USA,Max,2026,9848.394449323305,390648.99999999977,3847265443.233698
Reference,Northeast Asia,USA,Max,2027,9296.981046346926,449587.9999999996,4179811114.665018
Reference,Northeast Asia,USA,Max,2028,8745.567643370548,496004.00000000023,4337836533.382367
Reference,Northeast Asia,USA,Max,2029,8192.643518742181,519786.99999999965,4258429596.6764393
Reference,Northeast Asia,USA,Max,2030,7641.230115765803,518531.9999999995,3962222334.3882694
Reference,Northeast Asia,USA,Max,2031,7598.807893661392,495793.0000000003,3767435762.0220647
Reference,Northeast Asia,USA,Max,2032,7556.385671556981,466043.9999999999,3521608203.915101
Reference,Northeast Asia,USA,Max,2033,7513.84722418653,432003.9999999999,3246012056.2374773
Reference,Northeast Asia,USA,Max,2034,7471.425002082118,400141.9999999997,2989630943.1831408
Reference,Northeast Asia,USA,Max,2035,7429.002779977707,370828.0000000001,2754882242.8935738
Reference,Northeast Asia,USA,Max,2036,7386.580557873296,350733.9999999996,2590724945.3851295
Reference,Northeast Asia,USA,Max,2037,7344.042110502845,489022.99999999977,3591405505.0044317
Reference,Northeast Asia,USA,Max,2038,7301.619888398434,631965.9999999998,4614375514.391603
Reference,Northeast Asia,USA,Max,2039,7259.197666294023,784168.9999999995,5692437774.780114
Reference,Northeast Asia,USA,Max,2040,7216.775444189611,944648.0000000002,6817312489.80283
Reference,Northeast Asia,USA,Max,2041,7174.236996819161,1113212.9999999993,7986453889.940044
Reference,Northeast Asia,USA,Max,2042,7131.81477471475,1289675.0000000002,9197723219.580246
Reference,Northeast Asia,USA,Max,2043,7089.3925526103385,1470630.0,10425873369.645342
Reference,Northeast Asia,USA,Max,2044,7046.970330505927,1655905.0000000005,11669113405.136421
Reference,Northeast Asia,USA,Max,2045,7004.431883135477,1840666.9999999988,12892826621.03532
Reference,Northeast Asia,USA,Max,2046,6962.009661031066,2025992.9999999995,14104982839.181309
Reference,Northeast Asia,USA,Max,2047,6919.587438926654,2200067.0000000005,15223555977.99705
Reference,Northeast Asia,USA,Max,2048,6877.165216822243,2363584.9999999995,16254764549.002798
Reference,Northeast Asia,USA,Max,2049,6834.626769451792,2508817.0000000005,17146827827.855738
Reference,Northeast Asia,USA,Max,2050,6792.204547347381,2629269.0000000014,17858532857.99951
Reference,Northeast Asia,USA,Min,2018,11037.332389439493,353036.9999999999,3896586714.770549
Reference,Northeast Asia,USA,Min,2019,11037.332389439493,353036.9999999999,3896586714.770549
