Scenario,Region,Battery_cost_Region,Battery_cost_Measure,Year,Battery_cost,Sales,Total_cost
Carbon Neutral,Russia,USA,Max,2045,7004.431883135477,1391071.0000000002,9743662064.105152
Carbon Neutral,Russia,USA,Max,2046,6962.009661031066,1577268.0000000037,10980955054.035173
Carbon Neutral,Russia,USA,Max,2047,6919.587438926654,1615146.9999999932,11176150893.22002
Carbon Neutral,Russia,USA,Max,2048,6877.165216822243,1665000.0000000065,11450480086.009079
Carbon Neutral,Russia,USA,Max,2049,6834.626769451792,1727411.999999994,11806216297.072218
Carbon Neutral,Russia,USA,Max,2050,6792.204547347381,1980414.0000000033,13451376976.430439
Carbon Neutral,Russia,USA,Min,2018,11037.332389439493,6159.9999999999,67989967.51894617
Carbon Neutral,Russia,USA,Min,2019,11037.332389439493,6159.9999999999,67989967.51894617
Carbon Neutral,Russia,USA,Min,2020,11037.332389439493,5150.0,56842261.80561338
Carbon Neutral,Russia,USA,Min,2021,10569.47351475395,5933.0,62708686.36303519
Carbon Neutral,Russia,USA,Min,2022,10102.892943004708,12260.9999999999,123871570.37417972
Carbon Neutral,Russia,USA,Min,2023,9636.312371255466,15869.999999999998,152928277.33182424
Carbon Neutral,Russia,USA,Min,2024,9169.731799506222,41686.0,382249439.7942164
Carbon Neutral,Russia,USA,Min,2025,8701.87292482068,118734.0,1033208179.8556587
Carbon Neutral,Russia,USA,Min,2026,8235.29235307144,324295.0,2670664133.6393027
Carbon Neutral,Russia,USA,Min,2027,7768.711781322196,687156.9999999999,5338324681.518015
Carbon Neutral,Russia,USA,Min,2028,7302.131209572954,1219621.0000000005,8905832567.950579
Carbon Neutral,Russia,USA,Min,2029,6834.272334887412,1767025.9999999995,12076336906.826761
Carbon Neutral,Russia,USA,Min,2030,6367.691763138169,1918750.0,12218008570.521362
Carbon Neutral,Russia,USA,Min,2031,6282.847318929347,1986123.0,12478507565.613913
Carbon Neutral,Russia,USA,Min,2032,6198.002874720524,2072787.9999999993,12847145982.686201
Carbon Neutral,Russia,USA,Min,2033,6112.925979979623,1900433.0000000012,11617206258.910622
Carbon Neutral,Russia,USA,Min,2034,6028.081535770801,1841918.0,11103231886.203882
Carbon Neutral,Russia,USA,Min,2035,5943.237091561978,1922321.0,11424809469.088512
Carbon Neutral,Russia,USA,Min,2036,5858.392647353156,1762616.9999999988,10326102472.89967
Carbon Neutral,Russia,USA,Min,2037,5773.315752612254,1699899.9999999995,9814059447.865568
Carbon Neutral,Russia,USA,Min,2038,5688.471308403431,1647003.0000000016,9368929310.354385
Carbon Neutral,Russia,USA,Min,2039,5603.626864194609,1603750.999999999,8986822187.078962
Carbon Neutral,Russia,USA,Min,2040,5518.782419985786,1570074.0000000016,8664896789.276772
Carbon Neutral,Russia,USA,Min,2041,5433.7055252448845,1545994.0000000002,8400476139.795442
Carbon Neutral,Russia,USA,Min,2042,5348.861081036062,1426769.9999999977,7631594524.58981
Carbon Neutral,Russia,USA,Min,2043,5264.016636827239,1528112.0,8044006990.935347
Carbon Neutral,Russia,USA,Min,2044,5179.172192618417,1533604.0000000005,7942799191.288378
Carbon Neutral,Russia,USA,Min,2045,5094.095297877516,1391071.0000000002,7086248240.113775
Carbon Neutral,Russia,USA,Min,2046,5009.250853668693,1577268.0000000037,7900931075.464331
Carbon Neutral,Russia,USA,Min,2047,4924.406409459871,1615146.9999999932,7953640239.019849
Carbon Neutral,Russia,USA,Min,2048,4839.561965251049,1665000.0000000065,8057870672.143027
Carbon Neutral,Russia,USA,Min,2049,4754.485070510147,1727411.999999994,8212954564.620046
Carbon Neutral,Russia,USA,Min,2050,4669.640626301324,1980414.0000000033,9247821671.295925
Carbon Neutral,Russia,World,Max,2018,8440.314438555162,6159.9999999999,51992336.94149896
Carbon Neutral,Russia,World,Max,2019,8440.314438555162,6159.9999999999,51992336.94149896
Carbon Neutral,Russia,World,Max,2020,8440.314438555162,5150.0,43467619.35855909
Carbon Neutral,Russia,World,Max,2021,8085.687520347013,5933.0,47972384.05821883
Carbon Neutral,Russia,World,Max,2022,7732.029528144896,12260.9999999999,94802414.0445838
Carbon Neutral,Russia,World,Max,2023,7378.371535942781,15869.999999999998,117094756.27541192
Carbon Neutral,Russia,World,Max,2024,7024.713543740664,41686.0,292832208.78437334
Carbon Neutral,Russia,World,Max,2025,6670.0866255325145,118734.0,791966065.3959776
Carbon Neutral,Russia,World,Max,2026,6316.428633330399,324295.0,2048386223.6458817
Carbon Neutral,Russia,World,Max,2027,5962.7706411282825,687156.9999999999,4097359585.4457865
Carbon Neutral,Russia,World,Max,2028,5609.112648926166,1219621.0000000005,6840991577.995982
Carbon Neutral,Russia,World,Max,2029,5254.485730718017,1767025.9999999995,9284812902.807734
Carbon Neutral,Russia,World,Max,2030,4900.827738515901,1918750.0,9403463223.277384
Carbon Neutral,Russia,World,Max,2031,4873.619553489537,1986123.0,9679607888.435299
Carbon Neutral,Russia,World,Max,2032,4846.411368463173,2072787.9999999993,10045583327.61404
Carbon Neutral,Russia,World,Max,2033,4819.128640464134,1900433.0000000012,9158431099.583181
Carbon Neutral,Russia,World,Max,2034,4791.920455437769,1841918.0,8826324541.439026
Carbon Neutral,Russia,World,Max,2035,4764.712270411405,1922321.0,9159306456.369524
Carbon Neutral,Russia,World,Max,2036,4737.504085385041,1762616.9999999988,8350405238.46912
Carbon Neutral,Russia,World,Max,2037,4710.221357386003,1699899.9999999995,8006905285.420464
Carbon Neutral,Russia,World,Max,2038,4683.013172359639,1647003.0000000016,7712936743.91585
Carbon Neutral,Russia,World,Max,2039,4655.804987333275,1603750.999999999,7466751904.240723
Carbon Neutral,Russia,World,Max,2040,4628.596802306911,1570074.0000000016,7267239495.785229
Carbon Neutral,Russia,World,Max,2041,4601.314074307871,1545994.0000000002,7113603950.995524
Carbon Neutral,Russia,World,Max,2042,4574.105889281507,1426769.9999999977,6526197059.650166
Carbon Neutral,Russia,World,Max,2043,4546.897704255143,1528112.0,6948168944.644735
Carbon Neutral,Russia,World,Max,2044,4519.689519228779,1533604.0000000005,6931413925.447335
Carbon Neutral,Russia,World,Max,2045,4492.4067912297405,1391071.0000000002,6249256807.482747
Carbon Neutral,Russia,World,Max,2046,4465.198606203377,1577268.0000000037,7042814875.209204
Carbon Neutral,Russia,World,Max,2047,4437.990421177012,1615146.9999999932,7168006914.792757
Carbon Neutral,Russia,World,Max,2048,4410.782236150648,1665000.0000000065,7343952423.190857
Carbon Neutral,Russia,World,Max,2049,4383.499508151609,1727411.999999994,7572109652.37516
Carbon Neutral,Russia,World,Max,2050,4356.291323125245,1980414.0000000033,8627260324.395773
Carbon Neutral,Russia,World,Min,2018,7078.973400078524,6159.9999999999,43606476.144483
Carbon Neutral,Russia,World,Min,2019,7078.973400078524,6159.9999999999,43606476.144483
Carbon Neutral,Russia,World,Min,2020,7078.973400078524,5150.0,36456713.0104044
Carbon Neutral,Russia,World,Min,2021,6778.904469287013,5933.0,40219240.21627985
Carbon Neutral,Russia,World,Min,2022,6479.655398962145,12260.9999999999,79447054.84667422
Carbon Neutral,Russia,World,Min,2023,6180.4063286372775,15869.999999999998,98083048.43547358
Carbon Neutral,Russia,World,Min,2024,5881.15725831241,41686.0,245161921.47001112
Carbon Neutral,Russia,World,Min,2025,5581.088327520899,118734.0,662664941.4798664
Carbon Neutral,Russia,World,Min,2026,5281.839257196031,324295.0,1712874061.912387
Carbon Neutral,Russia,World,Min,2027,4982.590186871164,687156.9999999999,3423821725.0398283
Carbon Neutral,Russia,World,Min,2028,4683.341116546297,1219621.0000000005,5711901175.903313
Carbon Neutral,Russia,World,Min,2029,4383.272185754785,1767025.9999999995,7745355917.305532
Carbon Neutral,Russia,World,Min,2030,4084.023115429917,1918750.0,7836219352.7311535
Carbon Neutral,Russia,World,Min,2031,4029.606745377189,1986123.0,8003294637.948778
Carbon Neutral,Russia,World,Min,2032,3975.190375324461,2072787.9999999993,8239726907.688036
Carbon Neutral,Russia,World,Min,2033,3920.624919326383,1900433.0000000012,7450884977.310201
Carbon Neutral,Russia,World,Min,2034,3866.208549273655,1841918.0,7121239118.661033
Carbon Neutral,Russia,World,Min,2035,3811.792179220927,1922321.0,7327488153.752152
Carbon Neutral,Russia,World,Min,2036,3757.375809168199,1762616.9999999988,6622814476.628619
Carbon Neutral,Russia,World,Min,2037,3702.810353170121,1699899.9999999995,6294407319.353887
Carbon Neutral,Russia,World,Min,2038,3648.393983117393,1647003.0000000016,6008915835.376302
Carbon Neutral,Russia,World,Min,2039,3593.9776130646646,1603750.999999999,5763845190.930065
Carbon Neutral,Russia,World,Min,2040,3539.5612430119368,1570074.0000000016,5557373079.060729
Carbon Neutral,Russia,World,Min,2041,3484.9957870138587,1545994.0000000002,5387782576.748704
Carbon Neutral,Russia,World,Min,2042,3430.5794169611304,1426769.9999999977,4894647794.737624
Carbon Neutral,Russia,World,Min,2043,3376.1630469084025,1528112.0,5159155265.937293
Carbon Neutral,Russia,World,Min,2044,3321.746676855674,1533604.0000000005,5094243990.612571
Carbon Neutral,Russia,World,Min,2045,3267.1812208575966,1391071.0000000002,4544881048.079598
Carbon Neutral,Russia,World,Min,2046,3212.7648508048683,1577268.0000000037,5067391190.699305
Carbon Neutral,Russia,World,Min,2047,3158.3484807521404,1615146.9999999932,5101197073.6413555
Carbon Neutral,Russia,World,Min,2048,3103.932110699412,1665000.0000000065,5168046964.314542
Carbon Neutral,Russia,World,Min,2049,3049.3666547013345,1727411.999999994,5267512551.730923
Carbon Neutral,Russia,World,Min,2050,2994.950284648606,1980414.0000000033,5931241473.022095
Carbon Neutral,Southeast Asia,China,Max,2018,5946.805951935694,49523.0,294503671.1577114
Carbon Neutral,Southeast Asia,China,Max,2019,5946.805951935694,49523.0,294503671.1577113
Carbon Neutral,Southeast Asia,China,Max,2020,5946.805951935694,32946.999999999796,195929415.69842413
Carbon Neutral,Southeast Asia,China,Max,2021,5696.945892423759,33968.9999999997,193519555.01974094
Carbon Neutral,Southeast Asia,China,Max,2022,5447.768510670054,72251.99999999971,393612170.43293107
Carbon Neutral,Southeast Asia,China,Max,2023,5198.591128916349,98988.99999999959,514603337.2602984
Carbon Neutral,Southeast Asia,China,Max,2024,4949.413747162643,189672.99999999988,938770153.6655794
Carbon Neutral,Southeast Asia,China,Max,2025,4699.5536876507085,326818.9999999997,1535903436.6443155
Carbon Neutral,Southeast Asia,China,Max,2026,4450.376305897003,637905.9999999998,2838921747.789532
Carbon Neutral,Southeast Asia,China,Max,2027,4201.198924143297,1068547.0,4489178506.796547
Carbon Neutral,Southeast Asia,China,Max,2028,3952.021542389592,1504740.9999999998,5946768847.716856
Carbon Neutral,Southeast Asia,China,Max,2029,3702.161482877657,1956070.0,7241687011.812498
Carbon Neutral,Southeast Asia,China,Max,2030,3452.9841011239514,2073193.9999999993,7158705920.545567
Carbon Neutral,Southeast Asia,China,Max,2031,3433.813986333317,2151588.0,7388152967.22693
Carbon Neutral,Southeast Asia,China,Max,2032,3414.643871542683,2214949.0,7563262028.629595
Carbon Neutral,Southeast Asia,China,Max,2033,3395.421235889609,2099938.0,7130174079.2515545
Carbon Neutral,Southeast Asia,China,Max,2034,3376.251121098974,2117345.999999999,7148691806.254426
Carbon Neutral,Southeast Asia,China,Max,2035,3357.0810063083404,2115280.0000000005,7101166311.023908
Carbon Neutral,Southeast Asia,China,Max,2036,3337.9108915177067,2102989.9999999995,7019593225.75282
Carbon Neutral,Southeast Asia,China,Max,2037,3318.688255864632,2113792.0000000005,7015016685.740614
Carbon Neutral,Southeast Asia,China,Max,2038,3299.518141073998,2236257.999999999,7378573839.121853
Carbon Neutral,Southeast Asia,China,Max,2039,3280.348026283364,2372648.0,7783111183.8651705
Carbon Neutral,Southeast Asia,China,Max,2040,3261.17791149273,2396701.9999999995,7816071622.830447
Carbon Neutral,Southeast Asia,China,Max,2041,3241.9552758396558,2599282.000000002,8426755993.295057
Carbon Neutral,Southeast Asia,China,Max,2042,3222.7851610490216,2637180.999999998,8499067793.800414
Carbon Neutral,Southeast Asia,China,Max,2043,3203.615046258388,2736751.999999999,8767499885.077732
Carbon Neutral,Southeast Asia,China,Max,2044,3184.444931467753,2897443.0,9226747675.566721
Carbon Neutral,Southeast Asia,China,Max,2045,3165.222295814679,2941464.0000000014,9310387435.136234
Carbon Neutral,Southeast Asia,China,Max,2046,3146.052181024045,3104126.0000000005,9765742372.473446
Carbon Neutral,Southeast Asia,China,Max,2047,3126.8820662334106,3253066.999999999,10171956862.555717
Carbon Neutral,Southeast Asia,China,Max,2048,3107.7119514427764,3350068.999999998,10411049469.457945
Carbon Neutral,Southeast Asia,China,Max,2049,3088.4893157897022,3424098.0000000005,10575290089.216888
Carbon Neutral,Southeast Asia,China,Max,2050,3069.319200999068,3488776.0000000014,10708167164.784729
Carbon Neutral,Southeast Asia,China,Min,2018,4987.643701623485,49523.0,247003079.03549987
Carbon Neutral,Southeast Asia,China,Min,2019,4987.643701623485,49523.0,247003079.03549987
Carbon Neutral,Southeast Asia,China,Min,2020,4987.643701623485,32946.999999999796,164327897.03738797
Carbon Neutral,Southeast Asia,China,Min,2021,4776.2236512672325,33968.9999999997,162243541.2098952
Carbon Neutral,Southeast Asia,China,Min,2022,4565.381251321789,72251.99999999971,329857926.1705006
Carbon Neutral,Southeast Asia,China,Min,2023,4354.538851376346,98988.99999999959,431051446.3588914
Carbon Neutral,Southeast Asia,China,Min,2024,4143.696451430904,189672.99999999988,785947337.0322534
Carbon Neutral,Southeast Asia,China,Min,2025,3932.276401074651,326818.9999999997,1285142641.1228151
Carbon Neutral,Southeast Asia,China,Min,2026,3721.434001129208,637905.9999999998,2373925077.924328
Carbon Neutral,Southeast Asia,China,Min,2027,3510.591601183765,1068547.0,3751232123.670108
Carbon Neutral,Southeast Asia,China,Min,2028,3299.749201238322,1504740.9999999998,4965267912.820553
Carbon Neutral,Southeast Asia,China,Min,2029,3088.3291508820694,1956070.0,6040988002.16589
Carbon Neutral,Southeast Asia,China,Min,2030,2877.4867509366263,2073193.9999999993,5965588267.121306
Carbon Neutral,Southeast Asia,China,Min,2031,2839.146521355358,2151588.0,6108673585.5899315
Carbon Neutral,Southeast Asia,China,Min,2032,2800.80629177409,2214949.0,6203643095.158729
Carbon Neutral,Southeast Asia,China,Min,2033,2762.361020467941,2099938.0,5800786876.599408
Carbon Neutral,Southeast Asia,China,Min,2034,2724.020790886673,2117345.999999999,5767694525.500731
Carbon Neutral,Southeast Asia,China,Min,2035,2685.6805613054044,2115280.0000000005,5680966377.718097
Carbon Neutral,Southeast Asia,China,Min,2036,2647.3403317241364,2102989.9999999995,5567330244.21254
Carbon Neutral,Southeast Asia,China,Min,2037,2608.895060417988,2113792.0000000005,5514661507.551061
Carbon Neutral,Southeast Asia,China,Min,2038,2570.5548308367192,2236257.999999999,5748423804.897257
Carbon Neutral,Southeast Asia,China,Min,2039,2532.2146012554517,2372648.0,6008053909.239545
Carbon Neutral,Southeast Asia,China,Min,2040,2493.874371674183,2396701.9999999995,5977073694.340256
Carbon Neutral,Southeast Asia,China,Min,2041,2455.429100368034,2599282.000000002,6382352662.862829
Carbon Neutral,Southeast Asia,China,Min,2042,2417.088870786766,2637180.999999998,6374300845.350311
Carbon Neutral,Southeast Asia,China,Min,2043,2378.7486412054977,2736751.999999999,6510045101.316426
Carbon Neutral,Southeast Asia,China,Min,2044,2340.4084116242293,2897443.0,6781199969.401742
Carbon Neutral,Southeast Asia,China,Min,2045,2301.963140318081,2941464.0000000014,6771141706.572588
Carbon Neutral,Southeast Asia,China,Min,2046,2263.6229107368126,3104126.0000000005,7026570731.41382
Carbon Neutral,Southeast Asia,China,Min,2047,2225.282681155544,3253066.999999999,7238993655.73862
Carbon Neutral,Southeast Asia,China,Min,2048,2186.942451574276,3350068.999999998,7326408111.80298
Carbon Neutral,Southeast Asia,China,Min,2049,2148.4971802681275,3424098.0000000005,7356664897.961736
Carbon Neutral,Southeast Asia,China,Min,2050,2110.156950686859,3488776.0000000014,7361864925.7895
Carbon Neutral,Southeast Asia,USA,Max,2018,13159.89631048555,49523.0,651717544.9841759
Carbon Neutral,Southeast Asia,USA,Max,2019,13159.89631048555,49523.0,651717544.9841759
Carbon Neutral,Southeast Asia,USA,Max,2020,13159.89631048555,32946.999999999796,433579103.74156475
Carbon Neutral,Southeast Asia,USA,Max,2021,12606.972185857185,33968.9999999997,428246238.18137896
Carbon Neutral,Southeast Asia,USA,Max,2022,12055.558782880806,72251.99999999971,871038233.1807004
Carbon Neutral,Southeast Asia,USA,Max,2023,11504.145379904428,98988.99999999959,1138783847.011355
Carbon Neutral,Southeast Asia,USA,Max,2024,10952.73197692805,189672.99999999988,2077437532.2598727
Carbon Neutral,Southeast Asia,USA,Max,2025,10399.807852299682,326818.9999999997,3398854802.4807262
Carbon Neutral,Southeast Asia,USA,Max,2026,9848.394449323305,637905.9999999998,6282349909.59003
Carbon Neutral,Southeast Asia,USA,Max,2027,9296.981046346926,1068547.0,9934261206.130867
Carbon Neutral,Southeast Asia,USA,Max,2028,8745.567643370548,1504740.9999999998,13159814201.25304
Carbon Neutral,Southeast Asia,USA,Max,2029,8192.643518742181,1956070.0,16025384207.706017
Carbon Neutral,Southeast Asia,USA,Max,2030,7641.230115765803,2073193.9999999993,15841752428.624964
Carbon Neutral,Southeast Asia,USA,Max,2031,7598.807893661392,2151588.0,16349503878.307127
